"Welcome to the latest survey and directory of existing mammal collections in the Western Hemisphere of the World.  The file here represents a work in progress, and we welcome any and all comments, particularly those that can help the Systematic Collections Committee improve the accuracy of this list.  You will note two font colors in the Excel file: black and green.  The collections listed in green are those for which we have received no updated data regarding that collection during the current survey.  Thus the information presented here is that of the last time data was received (either in 1987 or 1997).  Please contact Bill Stanley (bstanley@fieldmuseum.org) with any comments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,State or Province ,Formal collection title ,Formal collection acronym ,Collection address ,Collection address1 ,Collection address2 ,City,State,Zip,Country,Collection website address ,Name of Curator or Person in Charge ,Telephone number of the above person ,Fax number of the above person ,E-mail address of the above person ,Name of additional contact person ,Telephone number of additional contact person ,Fax number of additional contact person ,E-mail address of additional contact person ,Total number of cataloged specimens in collection ,Number of holotypes in collection ,Taxonomic strength or emphasis of collection ,Geographic strength or emphasis of collection ,Number of mammalian tissues in collection ,Type of tissue preservation ,Names of other collections that have been incorporated into this collection,Is collection electronically databased? ,Is electronic database accessible to the public?  ,How is electronic database accessed by the public?,Former acronyms,Date(s) of accreditation,Last response,SCC Contributor,Comments
USA,Arkansas,"Henderson State University, Museum of Zoology",HSUMZ,,Department of Biology,Henderson State University,Arkadelphia,AR,71999,U.S.A.,,Renn Tumlison,501-230-5152,,tumlison@holly.hsu.edu,,,,,419,,,local species,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arkansas,"University of Arkansas at Little Rock, Vertebrate Collection",UALRVC,,Department of Biology,University of Arkansas at Little Rock,Little Rock,AR,72204,U.S.A.,,Gary A. Heidt,501-569-3511,501-569-3271,gaheidt@ualr.edu,,,,,6200,,"Dasypus, Mephitis and Peromyscus",local emphasis,,,,,,,,1977,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arkansas,"University of Arkansas, Museum Zoological Collections (formerly University of Arkansas Department of Zoology)",UAMZC,,University Museum,University of Arkansas,Fayetteville,AR,72701,U.S.A.,,Nancy G. McCartney,501-575-3456,501-575-3846,nmccartn@saturn.uark.edu,,,,,2650,,primarily mammals of Arkansas,regional species,,,,,,,UADZ,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,California Academy of Sciences,CAS,Department of Ornithology and Mammalogy,California Academy of Sciences,875 Howard Street,San Francisco,CA,94103,U.S.A.,http://www.calacademy.org/research/bmammals/,Jack Dumbacher,415-321-8369,415-321-8637,jdumbacher@calacademy.org,Maureen Flannery,415-321-8371,415-321-8637,mflannery@calacademy.org,28062,9,Marine Mammals,Pacific Coast,1261,"frozen, ETOH","Stanford University Collection, San Francisco State University",yes,yes,http://www.calacademy.org/research/bmammals/collections.html,,1975,this survey,Conroy,CAS will move back to Golden Gate Park in 2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"California Polytechnic State University, San Luis Obispo",CPSU,Aryan I. Roest Mammal Collection,Biological Sciences Department,California Polytechnic State University,San Luis Obispo,CA,93407,U.S.A.,,V. L. Holland,805-756-2789,,,,,,,2616,,,local and regional species,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"California State Polytechnic University, Pomona",CSPUP,,Biological Sciences Department,California State Polytechnic University,Pomona,CA,91768,U.S.A.,,Glenn R. Stewart,909-869-4093,909-869-4078,grstewart@csupomona.edu,"Frank Ewers, Dept. Chair",909-869-4132,909-869-4078,fwewers@csupomona.edu,976, ,"Sciuridae, Muridae (Sigmodontinae)",Southern California,,, ,no,,,,,this survey,,"contact did not respond to survey of Hafner et al., 1997 (but did respond to the Yates et al., 1987 survey).  Information here is from this survey"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"California State University, Chico, Vertebrate Museum",CSUC, ,Biology Deparment,California State University,Chico,CA,95929,U.S.A.,,Raymond J. Barnett,916-898-5356,,,,,,,5198,,,mammals of Northern California,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"California State University, Fresno",CSUF,,Department of Biology,California State University,Fresno,CA,93740-0073,U.S.A.,,C. Kronberg,209-278-2696,209-278-7139,,,,,,3900,,Dipodomys and Thomomys,local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"California State University, Long Beach",CSULB,,Department of Biological Sciences,California State University,Long Beach,CA,90840-3702,U.S.A.,,David G. Huckaby,310-985-4869,310-985-8878,dhuckaby@csulb.edu,Anne Staskewicz,310-985-4883,,,11959,,,"regional emphasis, including Mexico",,,,,,,,"1979, 1980","Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"California State University, Northridge",CSUN,,Department of Biology,California State University,Northridge,CA,91330,U.S.A.,, ,,,,,,,,1380,,,,,,,,,,,,"Yates et al., 1987",,"contact did not respond to survey of Hafner et al., 1997; information here is from Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"California State University, Turlock",CSCS,,Department of Biological Sciences,California State University,Turlock,CA,95380,U.S.A.,, ,,,,,,,,1000,,,,,,,,,,,,"Yates et al., 1987",,"contact did not respond to survey of Hafner et al., 1997; information here is from Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Death Valley National Park,DEVA,"Museum Collection, Furnance Creek",National Park Service,P.O. Box 579,Death Valley,CA,92328,U.S.A.,,Blair Davenport,619-786-2331,619-786-3283,blair_davenport@nps.gov,,,,,368,,,local mammals (Death Valley),,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Diablo Valley College Museum,DVCM,,,Diablo Valley College,Pleasant Hill,CA,94523,U.S.A.,,Audrey Maher Kamprath,,,,Jerry Underwood,,,,455,,,,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Humboldt State University Vertebrate Museum,HSU,"Vertebrate Museum, Department of Biological Sciences",Humboldt University,1 Harpst St.,Arcata,CA,95521,U.S.A.,http://www/humboldt.edu/%7Ebsa2/collection.html,Brian Arbogast,707-826-4180,707-826-3201,bsa2@humboldt.edu,Michael King,707-826-4872,,museum@humboldt.edu,7600,0,"local species, mammals of the Great basin, marine mammals","regional emphasis, Great Basin, marine environments",1000,Frozen,,yes,No,,,"1984, 2004",this survey,G.D.Baumgardner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Lassen Volcanic National Park Collection,LAVO,Lassen Volcanic National Park,P.O. Box 100,38050 Highway 36 East,Mineral,CA,96063,U.S.A., ,Cari Kreshak,530-595-4444 ext. 5131,530-595-3408,cari_kreshak@nps.gov,James O'Barr ,707-464-6101 ext 5211,,james_o'barr@nps.gov,~150,0,,Lassen Volcanic National Park -- Northern California, , ,,yes,no,contact the Park curator,,,this survey,Conroy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"Monterey Peninsula College, Life Science Museum ",MPC,Monterey Peninsula College,Life Sciences Building,980 Fremont St.,Monterey,CA,93953,U.S.A.,www.mpc.edu,Beth Benoit,831-646-4126,831-645-1353,,,,,,28, ,,Hastings Natural History Reserve; Monterey area, , ,,no,no, ,,,this survey,Conroy,"interesting data point- did not respond to Hafner et al., 1997 and now has less than half the specimens they had at time of Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Museum of Systematics and Ecology,MSE,,"Department of Evolution, Ecology, and Marine Biology",University of California,Santa Barbara,CA,93106,U.S.A.,http://www.lifesci.ucsb.edu/~mseweb/collections/mammalogy/specimen.html,Mark Holmgren,805-893-4098,805-893-4724,Holmgren@lifesci.uscb.edu,Jennifer Thorsch,,,thorsch@lifesci.ucsb.edu,2500, , ,"south-central California, Nevada", ,, ,Partial,Yes,http://www.lifesci.ucsb.edu/~mseweb/collections/mammology/specimen.html,(UCSB)????,1986,this survey,G.D.Baumgardner,"is this University of California, Santa Barbara, Santa Barbara Vertebrate Museum (UCSB)????"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Museum of Wildlife and Fish Biology,MWFB,"University of California, Davis",One Shields Avenue,Academic Surge Rm 1394,Davis,CA,95616,U.S.A., ,"Andrew Engilis, Jr.",530-752-0364,530-752-4154,aengilisjr@ucdavis.edu ,Irene E. Torres,530-752-0364,530-752-4154,oetprres@ucdavis.edu, ,,Western sciurids and heteromyids,"California and Baja California; Southwestern US (TX, NM, AZ); Alaska.  ", ,Frozen,UC Irvine; UC Davis Dept of Zoology; American River College (Sacramento CA); Mills College (Oakland CA), , , , , ,this survey,Kelt,number?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Natural History Museum of Los Angeles County ,LACM,Section of Birds and Mammals,Natural History Museum of Los Angeles County ,900 Exposition Boulevard,Los Angeles,CA,90007,U.S.A.,www.nhm.org,John E. Heyning,213-763-3367,213-746-2999,jheyning@nhm.org,Jim Dines, 213-763-3400 ,,jdines@nhm.org,98000,22,marine mammals,"California, Costa Rica, and Africa",3500,frozen,"Western Foundation of Vertebrate Biology, California Institute of Technology (part), and University of Southern California",yes,yes,Manis,,1978,this survey,Conroy,confirm address
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"Occidental College, Moore Laboratory of Zoology ",MLZ,Moore Laboratory of Zoology,Occidental College,1600 Campus Road,Los Angeles,CA,90041-3314,U.S.A.,www.departments.oxy.edu/mlz/,John C. Hafner,323-259-2685/323-259-2673,323-259-2887,hafner@oxy.edu ,Emily Reddington,323-259-2659,,reddington@oxy.edu,2008, ,,Mexico,300,frozen,"private collections of R. T. Moore and W. W. Brown; private collection of the Hafner brothers (M. S. Hafner, J. C. Hafner, and D. J. Hafner). ",yes,no, ,,,this survey,Conroy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Pacific Grove Museum of Natural History ,PGMNH,,,165 Forest Avenue,Pacific Grove,CA,93950,U.S.A.,www.pgmuseum.org/,P. M. Finnegan,831-648-5716,831-372-3256,pgmuseum@mbay.net,,,,,215, ,,Central California, , ,,no,no, ,,,this survey,Conroy,"interesting data point- did not respond to Hafner et al., 1997 and now has less than half the specimens they had at time of Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"Pacific Union College, Donald V. Hemphill Museum of Natural History ",PUCNMH,,,Pacific Union College,Angwin,CA,95408,U.S.A.,www.puc.edu/,Floyd Hayes,707-965-6401,707-965-7577,fhayes@puc.edu,,,,,"~1,000", ,Rodentia; African and North American ungulates,Napa County,,,Wilmer C. Hansen Collection (big game trophies),no,no, ,,,this survey,Conroy,"interesting data point- did not respond to Hafner et al., 1997 but did to Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Point Reyes National Seashore ,PORE,,,Point Reyes National Seashore,Point Reyes Station,CA,94956,U.S.A.,,Carola DeRooy,415-464-5125,415-464-5229,,,,,,121, ,"Marine mammals, Tule elks, bats",Point Reyes National Seashore, , ,,yes,no,By visitation only,PRNS,,this survey,Conroy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,San Bernardino County Museum ,SBCM ,,,2024 Orange Tree Lane,Redlands,CA,92374,U.S.A.,www.sbcountymuseum.org,Gerald T. Braden,909-307-2669,909-307-0539,gbraden@sbcm.sbcounty.gov,Karen Carter ,,,kcarter@sbcm.sbcounty.gov ,2500 , ,Rodentia,"Southern California, particularly San Bernardino County. ",15,frozen,private collection of Harry Coombs,yes, no,Access by request or appointment,,,this survey,Conroy,"interesting data point- now has less than half the specimens they had at time of Hafner et al., 1997"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,San Diego Natural History Museum ,SDNHM,,,P. O. Box 121390,San Diego,CA,92112-1390,U.S.A.,www.sdnhm.org,Philip Unitt,619-255-0235,619-232-0248,punitt@sdnhm.org,Scott Tremor,,,stremor@sdnhm.org,22640,89,marine mammals,"Baja California, southern California, Oregon, Arizona, and Sonora", , ,private collections of L. M. Huey and S. G. Jewett,yes,yes,email curator,,1975,this survey,Conroy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,San Diego State University ,SDSU,Department of Biology,San Diego State University,5500 Camapanile Dr.,San Diego,CA,92182-4614,U.S.A.,www.sci.sdsu.edu/SEOB/Vert_Collections/,J. David Archibald and Annalisa Berta,619-594-5392,619-594-5676,darchibald@sunstroke.sdsu.edu; aberta@sunstroke.sdsu.edu,Van Patten,,,mvanpatten@sunstroke.sdsu.edu,~2500, ,zoo; traded exotics ,San Diego County; exotics,~100,"frozen, ethanol",,yes,no,,,,this survey,Conroy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"San Jose State University, Museum of Birds and Mammals ",MBM,,Department of Biological Sciences,San Jose State University,San Jose,CA,95192-0100,U.S.A.,,John O. Matson,408-924-4891,408-924-4840,matson@biomail.sjsu.edu,,, ,,3735, ,marine mammals,local species, , ,collection formerly managed by the United States Geological Survey,no, , ,,,this survey,Conroy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Santa Barbara Museum of Natural History,SBMNH,2559 Puesta Del Sol,,2559 Puesta Del Sol,Santa Barbara,CA,93105,U.S.A.,,Paul W. Collins,805-682-4711 ext 321,805-569-3170,pcollins@sbnature2.org,Krista Fahy,,,kfahy@sbnature2.org,9592,24, ,central and southern California and southern Arizona, ,,"Private collection of Jack C. Von Bloeker Jr. (part), Keith Murray small mammal voucher collection, California Department of Health Services Vector-Borne Disease Section",No, ,,,1986,this survey,G.D.Baumgardner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"United States Forest Service, San Joaquin Experimental Range",SJER,,, ,Coursegold,CA,94523,U.S.A.,, ,,,, ,,,,360,,,,,,,,,,,,"Yates et al., 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"University of California, Berkeley, Museum of Vertebrate Zoology ",MVZ,,3101 Valley Life Sciences Building,University of California,Berkeley,CA,94720,U.S.A.,www.mvz.berkeley.edu,James L. Patton,510-642-3567,510-643-8238,patton@uclink.berkeley.edu,Eileen Lacey,510-643-0284,510-643-8238,ealacey@socrates.berkeley.edu,215420,362,"Thomomys, Peromyscus, Microtus, Neotoma, Reithrodontomys, Chaetodipus and Sorex from California; Lemmus from Alaska; Mus spp. from Europe. ","California, western United States, Alaska, British Columbia, Mexico, El Salvador, Brazil, Peru, Argentina, Australia, and New Guinea","21,000","frozen, ethanol, DMSO-EDTA","former private collections of M. M. Greene, M. Hildebrand, and D. R. Dickey (El Salvador material only)",yes,yes,http://mvz.berkeley.edu/,,1975,this survey,Conroy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"University of California, Hastings Natural History Reservation",HNHR,,,38601 East Carmel Valley Road,Carmel Valley,CA,93924,U.S.A.,,Mark R Stromberg,408-659-2664,408-659-3649,stromber@violet.berkeley.edu, ,,,,300,,,,,,,,,,,,"Hafner et al., 1997",,did this collection get incorporated into another collection like MVZ?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,"University of California, Los Angeles, Dickey Collection",UCLA,Department of Ecology and Evolutionary Biology,"621 Charles Young Dr., So.",University of California,Los Angeles,CA,90095-1606,U.S.A.,www.eeb.ucla.edu/dickey/index.html,Kathy C. Molina,310-825-1282,310-206-3987,kmolina@obee.ucla.edu,Blaire Van Valkenburgh,,,bvanval@ucla.edu,21188,48, ,western North America and Central America, ,,"private collections of D. R. Dickey, A. J. Van Rossem, A. B. Howell, and Loye Miller, and the former collection of the California Institute of Technology (part) ",Yes,no,,,,this survey,G.D.Baumgardner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,California,Yosemite Museum,YNP,,,P.O. Box 577,Yosemite,CA,95389,U.S.A.,http:www.cr.nps.gov/museum/,Barbara Beroza,209-372-0297,209-372-0255,Barbara_Beroza@nps.gov,Miriam Luchans,,,Miriam_Luchans@nps.gov,~800, ,,"Yosemite National Park, Yosemite region", ,, ,Yes,No,,,,this survey,G.D.Baumgardner,"contact supplied YOSE as acronym; acronym of Hafner, et al., 1997 maintained"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Adams State College Collection,ASCC,,Adams State College Collection,Department of Biology,Alamosa,CO,81101,U.S.A.,, ,,,,,,,,72,,,,,,,,,,,,"Yates et al., 1987", ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Colorado National Monument,COLM,,Colorado National Monument,National Park Service,Fruita,CO,81521,U.S.A.,,Laurie Lee, 303-858-3617,303-858-0372,,Patrick Perrotti,303-858-3617,303-858-0372,,105,,,local (Colorado National Monument),,,,,,,,,"Hafner et al., 1997", ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Denver Museum of Nature and Science,DMNS,,,2001 Colorado Boulevard ,Denver ,CO,80205-5798,U.S.A.,http://www.dmns.org/collections/,John R. Demboski,303-370-6443,303-331-6492,john.demboski@dmns.org,Jeff Stephenson (Collection Manager),303-370-8319,303-331-6492,jeff.stephenson@dmns.org,11000,9,,"emphasis on mammals of the Central Rockies and Great Plains, with many specimens collected before 1960",150,frozen,,yes,yes,DMNS Research & Collections webpage,DMNH,1989,this survey,Conroy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Dinosaur National Monument,DINO,,,Box 101,Dinosaur,CO,81610,U.S.A.,,,,,,,,,,50,,,,,,,,,,,,"Yates et al., 1987",,"did not respond to survey of 2005 or 1997; information from Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Fort Lewis College,FLC,,Department of Biology,Fort Lewis College,Durango,CO,81301-3999,U.S.A.,,Joseph C. Ortega,,,,,,,,240,,,local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Great Sand Dunes National Monument,GSDNM,,,11500 Highway 150,Mosca,CO,81146,U.S.A.,,Sue Judis,719-378-2312,719-378-2594,,William E. Wellman,,,,30,,,local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Rocky Mountain Biological Laboratory,RMNL,,,Box 6519,Crested Butte,CO,81224,U.S.A.,,Susan Lohr,303-349-7231,303-349-7231,rmbl_dir@wsc.colorado.edu,,,,,400,,,local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Rocky Mountain National Park,ROMO,,,,Estes Park,CO,80517,U.S.A.,,James A. Mack,303-586-1220,303-586-1310,,Vernon C. Betts,303-586-1257,,,585,,,local emphasis,,,,,,,RMNP,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,University of Colorado Museum,UCM,Zoological Collections (Mammals),Campus Box 315,University of Colorado,Boulder,CO,80309,U.S.A.,,Shi-Kuei Wu,303-492-7359,303-492-5105,skwu@spot.colorado.edu,Rosanne Humphrey,303-492-0276,,humphrey@spot.colorado.edu,18373,1,,regional emphasis (Rocky Mountains),,,contains former private collections of E. R. Warren and D. A. Spencer,,,,,1975,"Hafner et al., 1997",,"based on info gathered by Gannon, this collection received some specimens from Colorado State University, Mammalogy Teaching Collection; see that account"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,University of Northern Colorado,UNC-B,Vertebrate Collections-Biology,Department of Biological Sciences,University of Northern Colorado,Greeley,CO,80639,U.S.A.,,James P. Fitzgerald,303-351-2923,303-351-1085,,,,,,1560,,Primarily rodents and bats,local emphasis,,,,,,,UNC-BIOLOGY,,"Hafner et al., 1997",,acronym modified by authors
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Colorado,Colorado State University Mammalogy Teaching Collection,CSUTC,Mammalogy Teaching Collection,"c/o Bruce Wunder, Department of Biology",Colorado State University,Fort Collins,CO,89523,U.S.A., ,Bruce A. Wunder,970-491-5949,970-491-0649,Bruce.Wunder@Colostate.edu, , , ,,800, ,Peromyscus maniculatus,, , , , , ,,,,this survey,Gannon,"800 specimens at present (all Colorado); old catalog has more but many of those were shipped to Kansas or UC, Bolder"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Connecticut,University of Connecticut,UCONN,Mammal Research Collection,Department of Ecology and Evolutionary Biology,University of Connecticut,Storrs,CT,06269-3043,U.S.A.,,Robert E. Dubos,203-486-4457,203-486-6364,dubos@uconnvm.uconn.edu,Kurt Schwenk,203-486-0351,,,22000,,,emphasis on mammals of New England and Paraguay,,,,,,,,"1975, 1983","Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Connecticut,"Yale University, Peabody Museum of Natural History",YPM,Division of Vertebrate Zoology,"Peabody Museum of Natural History, Yale University",170 Whitney Avenue,New Haven ,CT,06511,U.S.A.,http://www.peabody.yale.edu/collections/vz/mam.html,Richard O. Prum,203-432-9423,203-432-2874,richard.prum@yale.edu,Kristof Zyskowski,203-432-9821,203-432-2874,kristof.zyskowski@yale.edu,10440,0,600+ bovid specimens (mostly African); 172 specimens of domestic dogs,,"5085 specimens from North America (USA + Canada), 680 from Kenya, 510 from Mexico, 396 from Egypt",frozen,Roland G. Bauer collection of African bovids; Leon F. Whitney champion dog collection; 86 osteological specimens collected during 1870-1873 paleontological expeditions to Kansas and Wyoming led by Othniel C. Marsh,yes,yes,http://research.yale.edu/peabody/COLLECTIONS/mam/,, ,this survey,Dowler/Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Delaware,Delaware Museum of Natural History,DMNH, ,,P.O. Box 3937,Greenville,DE,19807,U.S.A.,,Gene K. Hess,,,,,,,,9000,,strong Philippine holdings,,,,,,,,,,"Hafner et al., 1997",Olson,THEY'VE PROMISED TO GET BACK TO ME BY MONTH'S END
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Delaware,University of Delaware,UDEL,Department of Entomology and Wildlife Ecology,,University of Delaware,Newark,DE,19716-2160,U.S.A.,,Jacob L. Bowman,302-831-4621,302-831-8889,jlbowman@udel.edu,,,,,725, ,,mid-Atlantic region of North America, ,,,, ,,,,this survey,Olson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,District of Columbia,United States National Museum of Natural History,USNM,Division of Mammals,Smithsonian Institution and USGS Biological Survey Unit,"10th and Constitution Avennue, N.W.",Washington,D.C.,20560,U.S.A.,www.nmnh.si.edu/vert/mammals/,James G. Mead,202-633-1256,202-786-2979,meadj@si.edu,Linda K. Gordon,202-633-1251,same,gordonl@si.edu,590000,"3,203","Strong in most taxonomic groups, including marine mammals","North America, Africa, Venezuela, Panama",,buffer and frozen,U.S. Biological Survey collection,yes,no,acsmith.si.edu or via data manager,,,this survey,Stanley, 
,,,,,,,,,,,,,,,,,,,,,,,,, ,, , ,,,, ,,
USA,Florida,Everglades National Park,ENP,,,40001 State Road 9336,Homestead,FL,33034-6733,U.S.A.,,,,,,,,,,50,,,,,,,,,,,,"Yates et al., 1987",, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Florida,Florida State University Museum,FSUM,,Department of Biological Science,Florida State University,Tallahassee,FL,32306,U.S.A.,,Frances C. James,904-644-3700,904-644-9829,james@bio.fsu.edu,,,,,670,,,local emphasis,,,,,,,FSU,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Florida,"University of Florida, Florida Museum of Natural History",FLMNH,"University of Florida, Florida Museum of Natural History
",P. O. Box 117800,"Dickinson Hall, University of Florida",Gainesville,FL,32611-7800,U.S.A.,http://www.flmnh.ufl.edu/mammals/,David L. Reed,352-392-1721 ext 220,352-846-0287,dreed@flmnh.ufl.edu,"Candace McCaffery, Laurie Wilkins  ",,,"candace@flmnh.ufl.edu,  laurie@flmnh.ufl.edu",31150,6,"large cetacean collection as well as comprehensive samples of Florida manatees, and Florida panthers.","southeastern US, Caribbean, and Pakistan.",50,frozen,David K. Caldwell marine mammal collection,yes,yes,http://www.flmnh.ufl.edu/mammals/,FSM,"1975, 1983",this survey,Gannon, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Georgia,Georgia Museum of Natural History,GMNH,University of Georgia,,,Athens,GA,30602-1882,U.S.A.,www.naturalhistory.uga.edu,Byron J. Freeman,706-542-1663 ,706-542-3920,bud@ttrout.ecology.uga.edu,Elizabeth McGhee,706-542-3940,706-542-3920,emcghee@uga.edu,27100, ,"Insectivora, Rodentia",southeastern United States, , ,Georgia State University,yes,no, , UGAMNH,1985,this survey,Moncrief,DIFFERENT ACRONYM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Georgia,Savannah Science Museum,SSM,,,4405 Paulsen Street,Savannah,GA,31405,U.S.A.,,,,,,,,,,7,,,,,,,,,,,,"Yates et al., 1987",Moncrief,"did not respond to survey of 2005 or 1997; information from Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Hawaii,Bernice P. Bishop Museum (Bishop Museum Vertebrate Zoology Collection),BPBM,Natural Sciences Department,Bishop Museum,1525 Bernice Street,Honolulu,HI,96817-2704,U.S.A.,,Carla Kishinami,808-848-4198,808-847-8252,carlak@bishopmuseum.org,,,,,15444,11,,New Guinea and the Solomon Islands,,,,yes,no, ,,"1975, 1986",this survey,Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Idaho,"Albertson College, Orma J. Smith Museum of Natural History",ACMNH,,"Albertson College, 2112 Cleveland Boulevard",2112 Cleveland Boulevard,Caldwell,ID,83605,U.S.A.,http://www.albertson.edu/museum/,Eric Yensen,208-459-5335,,eyensen@albertson.edu,William H. Clark,,,Clarkfam@mindspring.com,1400, ,ground squirrels,"Idaho, but also specimens from western US, Mexico, Australia, and elsewhere", ,,,yes,no,,CIMNH,,this survey,Rickart,DIFFERENT ACRONYM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Idaho,"Idaho Fish and Game, Wildlife Health Laboratory",IDFG,,,16569 South 10th Avenue,Caldwell,ID,83607,U.S.A.,,Karen Rudolph,208-454-7646,(208) 454-7667,krudolph@IDFG.STATE.ID.US,,,,,180, ,,Idaho, ,,,,,,IFGD,,this survey,Rickart,DIFFERENT ACRONYM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Idaho,"University of Idaho, Bird and Mammal Museum (collection transferred)",,,,,,,, ,,,,,,,,,,,,,,,,,,,, ,,,Rickart,"this collection has been transferred to the Connor Museum, Washington State University"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
